 => 1, a, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
robot_A => 1, f, north
